carrier,Flight_id,departure_airport,arrival_airport,date,take_off_time,landing_time,flight_time,price
Ryanair,FR 836,Venice M.Polo,Palerme,2024-05-13,19:15,20:50,1:35,"37,88"
Malta Air,FR 810,Venice M.Polo,Bari,2024-05-13,12:10,13:30,1:20,"53,89"
Malta Air,FR 2293,Milan-Bergame,Pescara,2024-05-13,06:30,07:40,1:10,"35,19"
Malta Air,FR 3508,Milan-Bergame,Pescara,2024-05-13,22:05,23:15,1:10,"35,19"
Malta Air,FR 5816,Rome-Fiumicino,Bari,2024-05-13,06:05,07:10,1:5,"27,49"
Malta Air,FR 7075,Rome-Fiumicino,Bari,2024-05-13,12:55,14:00,1:5,"36,74"
Malta Air,FR 7077,Rome-Fiumicino,Bari,2024-05-13,16:05,17:10,1:5,"53,56"
Malta Air,FR 824,Venice M.Polo,Naples,2024-05-14,07:40,09:00,1:20,"67,23"
Malta Air,FR 868,Venice M.Polo,Naples,2024-05-14,10:55,12:15,1:20,"37,39"
Malta Air,FR 1553,Venice M.Polo,Naples,2024-05-14,19:40,21:00,1:20,"37,39"
Malta Air,FR 3653,Milan-Bergame,Bari,2024-05-14,06:50,08:25,1:35,"44,98"
Malta Air,FR 4132,Milan-Bergame,Bari,2024-05-14,09:55,11:30,1:35,"34,09"
Malta Air,FR 2770,Milan-Malpensa,Bari,2024-05-14,10:30,12:10,1:40,"36,74"
Malta Air,FR 6615,Milan-Malpensa,Bari,2024-05-14,20:30,22:10,1:40,"27,49"
Malta Air,FR 4658,Milan-Bergame,Bari,2024-05-14,21:30,23:05,1:35,"34,09"
Malta Air,FR 6182,Milan-Malpensa,Bari,2024-05-14,22:40,00:20,1:40,"37,17"
Malta Air,FR 2285,Milan-Bergame,Naples,2024-05-14,07:45,09:10,1:25,"34,09"
Malta Air,FR 5914,Milan-Malpensa,Naples,2024-05-14,08:20,09:55,1:35,"34,09"
Malta Air,FR 3561,Milan-Bergame,Naples,2024-05-14,10:00,11:25,1:25,"34,09"
Malta Air,FR 3665,Milan-Bergame,Naples,2024-05-14,13:40,15:05,1:25,"34,09"
Malta Air,FR 4111,Milan-Bergame,Naples,2024-05-14,16:50,18:15,1:25,"34,09"
Malta Air,FR 5936,Milan-Malpensa,Naples,2024-05-14,17:05,18:40,1:35,"34,09"
Malta Air,FR 5972,Milan-Malpensa,Naples,2024-05-14,20:25,22:00,1:35,"34,09"
Malta Air,FR 5816,Rome-Fiumicino,Bari,2024-05-14,09:30,10:35,1:5,"27,49"
Malta Air,FR 7075,Rome-Fiumicino,Bari,2024-05-14,11:45,12:50,1:5,"27,49"
Malta Air,FR 7077,Rome-Fiumicino,Bari,2024-05-14,15:50,16:55,1:5,"27,49"
Malta Air,FR 7092,Rome-Fiumicino,Bari,2024-05-14,22:25,23:30,1:5,"27,49"
Ryanair,FR 3946,Rome-Fiumicino,Palerme,2024-05-14,05:50,07:00,1:10,"36,29"
Ryanair,FR 4902,Rome-Fiumicino,Palerme,2024-05-14,12:45,13:55,1:10,"36,29"
Ryanair,FR 4904,Rome-Fiumicino,Palerme,2024-05-14,16:35,17:45,1:10,"36,29"
Ryanair,FR 4906,Rome-Fiumicino,Palerme,2024-05-14,18:05,19:15,1:10,"36,29"
Ryanair,FR 4908,Rome-Fiumicino,Palerme,2024-05-14,22:45,23:55,1:10,"41,31"
Ryanair,FR 5840,Rome-Fiumicino,Palerme,2024-05-14,23:45,00:55,1:10,"36,29"
Ryanair,FR 577,Venice M.Polo,Palerme,2024-05-14,11:45,13:20,1:35,"32,99"
Ryanair,FR 836,Venice M.Polo,Palerme,2024-05-14,16:15,17:50,1:35,"32,99"
Ryanair,FR 4847,Venice M.Polo,Palerme,2024-05-14,21:30,23:05,1:35,"32,99"
Malta Air,FR 810,Venice M.Polo,Bari,2024-05-14,06:00,07:20,1:20,"34,09"
Malta Air,FR 4740,Venice M.Polo,Bari,2024-05-14,14:50,16:10,1:20,"63,79"
Malta Air,FR 3653,Milan-Bergame,Bari,2024-05-14,06:50,08:25,1:35,"44,98"
Malta Air,FR 4132,Milan-Bergame,Bari,2024-05-14,09:55,11:30,1:35,"34,09"
Malta Air,FR 2770,Milan-Malpensa,Bari,2024-05-14,10:30,12:10,1:40,"36,74"
Malta Air,FR 6615,Milan-Malpensa,Bari,2024-05-14,20:30,22:10,1:40,"27,49"
Malta Air,FR 4658,Milan-Bergame,Bari,2024-05-14,21:30,23:05,1:35,"34,09"
Malta Air,FR 6182,Milan-Malpensa,Bari,2024-05-14,22:40,00:20,1:40,"37,17"
Malta Air,FR 2285,Milan-Bergame,Naples,2024-05-14,07:45,09:10,1:25,"34,09"
Malta Air,FR 5914,Milan-Malpensa,Naples,2024-05-14,08:20,09:55,1:35,"34,09"
Malta Air,FR 3561,Milan-Bergame,Naples,2024-05-14,10:00,11:25,1:25,"34,09"
Malta Air,FR 3665,Milan-Bergame,Naples,2024-05-14,13:40,15:05,1:25,"34,09"
Malta Air,FR 4111,Milan-Bergame,Naples,2024-05-14,16:50,18:15,1:25,"34,09"
Malta Air,FR 5936,Milan-Malpensa,Naples,2024-05-14,17:05,18:40,1:35,"34,09"
Malta Air,FR 5972,Milan-Malpensa,Naples,2024-05-14,20:25,22:00,1:35,"34,09"
Malta Air,FR 5816,Rome-Fiumicino,Bari,2024-05-14,09:30,10:35,1:5,"27,49"
Malta Air,FR 7075,Rome-Fiumicino,Bari,2024-05-14,11:45,12:50,1:5,"27,49"
Malta Air,FR 7077,Rome-Fiumicino,Bari,2024-05-14,15:50,16:55,1:5,"27,49"
Malta Air,FR 7092,Rome-Fiumicino,Bari,2024-05-14,22:25,23:30,1:5,"27,49"
Malta Air,FR 824,Venice M.Polo,Naples,2024-05-15,11:30,12:50,1:20,"37,39"
Malta Air,FR 868,Venice M.Polo,Naples,2024-05-15,15:40,17:00,1:20,"37,39"
Malta Air,FR 1553,Venice M.Polo,Naples,2024-05-15,19:35,20:55,1:20,"37,39"
Malta Air,FR 5914,Milan-Malpensa,Naples,2024-05-15,09:40,11:15,1:35,"34,09"
Malta Air,FR 2285,Milan-Bergame,Naples,2024-05-15,10:50,12:15,1:25,"34,09"
Malta Air,FR 5936,Milan-Malpensa,Naples,2024-05-15,13:10,14:45,1:35,"34,09"
Malta Air,FR 3561,Milan-Bergame,Naples,2024-05-15,16:15,17:40,1:25,"34,09"
Malta Air,FR 3665,Milan-Bergame,Naples,2024-05-15,19:40,21:05,1:25,"34,09"
Malta Air,FR 5972,Milan-Malpensa,Naples,2024-05-15,20:35,22:10,1:35,"34,09"
Malta Air,FR 2293,Milan-Bergame,Pescara,2024-05-15,05:45,06:55,1:10,"34,09"
Malta Air,FR 3508,Milan-Bergame,Pescara,2024-05-15,21:50,23:00,1:10,"34,09"
Ryanair,FR 577,Venice M.Polo,Palerme,2024-05-15,06:50,08:25,1:35,"32,99"
Ryanair,FR 836,Venice M.Polo,Palerme,2024-05-15,17:20,18:55,1:35,"32,99"
Ryanair,FR 4847,Venice M.Polo,Palerme,2024-05-15,21:25,23:00,1:35,"37,39"
Malta Air,FR 3653,Milan-Bergame,Bari,2024-05-15,11:05,12:40,1:35,"34,09"
Malta Air,FR 2770,Milan-Malpensa,Bari,2024-05-15,12:00,13:40,1:40,"32,03"
Malta Air,FR 4132,Milan-Bergame,Bari,2024-05-15,14:40,16:15,1:35,"39,00"
Malta Air,FR 6182,Milan-Malpensa,Bari,2024-05-15,19:50,21:30,1:40,"37,39"
Malta Air,FR 4658,Milan-Bergame,Bari,2024-05-15,20:55,22:30,1:35,"34,09"
Malta Air,FR 2293,Milan-Bergame,Pescara,2024-05-15,05:45,06:55,1:10,"34,09"
Malta Air,FR 3508,Milan-Bergame,Pescara,2024-05-15,21:50,23:00,1:10,"34,09"
Malta Air,FR 7075,...,Bari,2024-05-15,17:45,18:50,1:5,"27,49"
Malta Air,FR 7077,Rome-Fiumicino,Bari,2024-05-15,20:55,22:00,1:5,"27,49"
Ryanair,FR 3946,Rome-Fiumicino,Palerme,2024-05-15,05:55,07:05,1:10,"36,29"
Ryanair,FR 4902,Rome-Fiumicino,Palerme,2024-05-15,08:05,09:15,1:10,"36,29"
Ryanair,FR 4906,Rome-Fiumicino,Palerme,2024-05-15,13:15,14:25,1:10,"46,92"
Ryanair,FR 4904,Rome-Fiumicino,Palerme,2024-05-15,15:55,17:05,1:10,"40,69"
Ryanair,FR 4908,Rome-Fiumicino,Palerme,2024-05-15,21:20,22:30,1:10,"36,29"
Ryanair,FR 5840,Rome-Fiumicino,Palerme,2024-05-15,23:45,00:55,1:10,"36,29"
Malta Air,FR 810,Venice M.Polo,Bari,2024-05-18,11:00,12:20,1:20,"102,29"
Malta Air,FR 4740,Venice M.Polo,Bari,2024-05-18,18:45,20:05,1:20,"102,29"
Malta Air,FR 5816,Rome-Fiumicino,Bari,2024-05-18,08:35,09:40,1:5,"27,49"
Malta Air,FR 7075,Rome-Fiumicino,Bari,2024-05-18,10:55,12:00,1:5,"44,70"
Malta Air,FR 7077,Rome-Fiumicino,Bari,2024-05-18,16:40,17:45,1:5,"27,49"
Malta Air,FR 7092,Rome-Fiumicino,Bari,2024-05-18,19:55,21:00,1:5,"27,49"
Malta Air,FR 824,Venice M.Polo,Naples,2024-05-18,08:25,09:45,1:20,"108,89"
Malta Air,FR 868,Venice M.Polo,Naples,2024-05-18,12:05,13:25,1:20,"147,39"
Malta Air,FR 1553,Venice M.Polo,Naples,2024-05-18,20:00,21:20,1:20,"108,89"
Ryanair,FR 3946,Rome-Fiumicino,Palerme,2024-05-18,05:45,06:55,1:10,"46,19"
Ryanair,FR 4902,Rome-Fiumicino,Palerme,2024-05-18,07:05,08:15,1:10,"46,19"
Ryanair,FR 4904,Rome-Fiumicino,Palerme,2024-05-18,10:40,11:50,1:10,"46,19"
Ryanair,FR 4906,Rome-Fiumicino,Palerme,2024-05-18,14:00,15:10,1:10,"46,19"
Ryanair,FR 4908,Rome-Fiumicino,Palerme,2024-05-18,18:30,19:40,1:10,"40,69"
Ryanair,FR 5840,Rome-Fiumicino,Palerme,2024-05-18,21:55,23:05,1:10,"36,29"
Ryanair,FR 5847,Rome-Fiumicino,Palerme,2024-05-18,23:45,00:55,1:10,"36,29"
Malta Air,FR 824,Venice M.Polo,Naples,2024-05-19,09:45,11:05,1:20,"79,19"
Malta Air,FR 868,Venice M.Polo,Naples,2024-05-19,12:20,13:40,1:20,"79,19"
Malta Air,FR 1553,Venice M.Polo,Naples,2024-05-19,16:15,17:35,1:20,"79,19"
Malta Air,FR 810,Venice M.Polo,Bari,2024-05-19,07:45,09:05,1:20,"74,79"
Malta Air,FR 4740,Venice M.Polo,Bari,2024-05-19,14:55,16:15,1:20,"97,38"
Malta Air,FR 3653,Milan-Bergame,Bari,2024-05-19,05:55,07:30,1:35,"44,98"
Malta Air,FR 2770,Milan-Malpensa,Bari,2024-05-19,09:55,11:35,1:40,"44,70"
Malta Air,FR 4132,Milan-Bergame,Bari,2024-05-19,16:45,18:20,1:35,"39,59"
Malta Air,FR 4658,Milan-Bergame,Bari,2024-05-19,20:05,21:40,1:35,"46,19"
Malta Air,FR 6182,Milan-Malpensa,Bari,2024-05-19,21:10,22:50,1:40,"43,66"
Malta Air,FR 824,Venice M.Polo,Naples,2024-05-19,09:45,11:05,1:20,"79,19"
Malta Air,FR 868,Venice M.Polo,Naples,2024-05-19,12:20,13:40,1:20,"79,19"
Malta Air,FR 1553,Venice M.Polo,Naples,2024-05-19,16:15,17:35,1:20,"79,19"
Malta Air,FR 810,Venice M.Polo,Bari,2024-05-19,07:45,09:05,1:20,"74,79"
Malta Air,FR 4740,Venice M.Polo,Bari,2024-05-19,14:55,16:15,1:20,"97,38"
Malta Air,FR 2293,Milan-Bergame,Pescara,2024-05-19,06:40,07:50,1:10,"34,09"
Malta Air,FR 5816,Rome-Fiumicino,Bari,2024-05-19,07:25,08:30,1:5,"27,49"
Malta Air,FR 7075,Rome-Fiumicino,Bari,2024-05-19,18:05,19:10,1:5,"43,14"
Malta Air,FR 7077,Rome-Fiumicino,Bari,2024-05-19,21:35,22:40,1:5,"53,56"
Malta Air,FR 2293,...,Pescara,2024-05-20,06:30,07:40,1:10,"34,09"
Malta Air,FR 3508,Milan-Bergame,Pescara,2024-05-20,22:05,23:15,1:10,"34,09"
Malta Air,FR 5816,Rome-Fiumicino,Bari,2024-05-20,06:05,07:10,1:5,"36,74"
Malta Air,FR 7075,Rome-Fiumicino,Bari,2024-05-20,12:55,14:00,1:5,"27,49"
Malta Air,FR 7077,Rome-Fiumicino,Bari,2024-05-20,16:05,17:10,1:5,"37,17"
Malta Air,FR 824,Venice M.Polo,Naples,2024-05-20,07:30,08:50,1:20,"58,29"
Malta Air,FR 868,Venice M.Polo,Naples,2024-05-20,11:05,12:25,1:20,"58,29"
Malta Air,FR 1553,Venice M.Polo,Naples,2024-05-20,16:15,17:35,1:20,"58,29"
Ryanair,FR 577,Venice M.Polo,Palerme,2024-05-20,09:35,11:10,1:35,"42,89"
Ryanair,FR 836,Venice M.Polo,Palerme,2024-05-20,19:15,20:50,1:35,"32,99"
Malta Air,FR 3653,Milan-Bergame,Bari,2024-05-20,06:35,08:10,1:35,"39,59"
Malta Air,FR 4132,Milan-Bergame,Bari,2024-05-20,09:45,11:20,1:35,"45,96"
Malta Air,FR 2770,Milan-Malpensa,Bari,2024-05-20,11:20,13:00,1:40,"37,61"
Malta Air,FR 4658,Milan-Bergame,Bari,2024-05-20,16:05,17:40,1:35,"63,05"
Malta Air,FR 6182,Milan-Malpensa,Bari,2024-05-20,20:55,22:35,1:40,"37,39"
Malta Air,FR 5914,Milan-Malpensa,Naples,2024-05-20,06:50,08:25,1:35,"34,09"
Malta Air,FR 2285,Milan-Bergame,Naples,2024-05-20,07:05,08:30,1:25,"34,09"
Malta Air,FR 3561,Milan-Bergame,Naples,2024-05-20,10:20,11:45,1:25,"39,44"
Malta Air,FR 5936,Milan-Malpensa,Naples,2024-05-20,15:15,16:50,1:35,"34,09"
Malta Air,FR 5972,Milan-Malpensa,Naples,2024-05-20,19:50,21:25,1:35,"44,98"
Malta Air,FR 3665,Milan-Bergame,Naples,2024-05-20,20:10,21:35,1:25,"39,44"
Malta Air,FR 2293,Milan-Bergame,Pescara,2024-05-20,06:30,07:40,1:10,"34,09"
Malta Air,FR 3508,Milan-Bergame,Pescara,2024-05-20,22:05,23:15,1:10,"34,09"
Malta Air,FR 5816,Rome-Fiumicino,Bari,2024-05-20,06:05,07:10,1:5,"36,74"
Malta Air,FR 7075,Rome-Fiumicino,Bari,2024-05-20,12:55,14:00,1:5,"27,49"
Malta Air,FR 7077,Rome-Fiumicino,Bari,2024-05-20,16:05,17:10,1:5,"37,17"
Malta Air,FR 824,Venice M.Polo,Naples,2024-05-26,09:45,11:05,1:20,"79,19"
Malta Air,FR 868,Venice M.Polo,Naples,2024-05-26,12:20,13:40,1:20,"79,19"
Malta Air,FR 1553,Venice M.Polo,Naples,2024-05-26,16:15,17:35,1:20,"79,19"
Malta Air,FR 2293,...,Pescara,2024-05-26,06:40,07:50,1:10,"34,09"
Ryanair,FR 577,Venice M.Polo,Palerme,2024-05-26,10:35,12:10,1:35,"42,89"
Ryanair,FR 836,Venice M.Polo,Palerme,2024-05-26,16:30,18:05,1:35,"49,49"
Ryanair,FR 4847,Venice M.Polo,Palerme,2024-05-26,19:45,21:20,1:35,"49,49"
Malta Air,FR 5816,Rome-Fiumicino,Bari,2024-05-26,07:25,08:30,1:5,"27,49"
Malta Air,FR 7075,Rome-Fiumicino,Bari,2024-05-26,18:05,19:10,1:5,"37,17"
Malta Air,FR 7077,Rome-Fiumicino,Bari,2024-05-26,21:35,22:40,1:5,"31,89"
Malta Air,FR 824,Venice M.Polo,Naples,2024-05-27,07:30,08:50,1:20,"58,29"
Malta Air,FR 868,Venice M.Polo,Naples,2024-05-27,11:05,12:25,1:20,"76,36"
Malta Air,FR 1553,Venice M.Polo,Naples,2024-05-27,16:15,17:35,1:20,"58,29"
Malta Air,FR 5914,Milan-Malpensa,Naples,2024-05-27,06:50,08:25,1:35,"34,09"
Malta Air,FR 2285,Milan-Bergame,Naples,2024-05-27,07:05,08:30,1:25,"34,09"
Malta Air,FR 3561,Milan-Bergame,Naples,2024-05-27,10:20,11:45,1:25,"34,09"
Malta Air,FR 5936,Milan-Malpensa,Naples,2024-05-27,15:15,16:50,1:35,"34,09"
Malta Air,FR 5972,Milan-Malpensa,Naples,2024-05-27,19:50,21:25,1:35,"34,09"
Malta Air,FR 3665,Milan-Bergame,Naples,2024-05-27,20:10,21:35,1:25,"39,44"
Malta Air,FR 2293,Milan-Bergame,Pescara,2024-05-27,06:30,07:40,1:10,"34,09"
Malta Air,FR 3508,Milan-Bergame,Pescara,2024-05-27,22:05,23:15,1:10,"34,09"
Malta Air,FR 5816,Rome-Fiumicino,Bari,2024-05-27,06:05,07:10,1:5,"32,86"
Malta Air,FR 7075,Rome-Fiumicino,Bari,2024-05-27,12:55,14:00,1:5,"27,49"
Malta Air,FR 7077,Rome-Fiumicino,Bari,2024-05-27,16:05,17:10,1:5,"27,49"
Malta Air,FR 824,Venice M.Polo,Naples,2024-05-27,07:30,08:50,1:20,"58,29"
Malta Air,FR 868,Venice M.Polo,Naples,2024-05-27,11:05,12:25,1:20,"76,36"
Malta Air,FR 1553,Venice M.Polo,Naples,2024-05-27,16:15,17:35,1:20,"58,29"
Ryanair,FR 577,Venice M.Polo,Palerme,2024-05-27,09:35,11:10,1:35,"32,99"
Ryanair,FR 836,Venice M.Polo,Palerme,2024-05-27,19:15,20:50,1:35,"37,39"
Malta Air,FR 5914,Milan-Malpensa,Naples,2024-05-27,06:50,08:25,1:35,"34,09"
Malta Air,FR 2285,Milan-Bergame,Naples,2024-05-27,07:05,08:30,1:25,"34,09"
Malta Air,FR 3561,Milan-Bergame,Naples,2024-05-27,10:20,11:45,1:25,"34,09"
Malta Air,FR 5936,Milan-Malpensa,Naples,2024-05-27,15:15,16:50,1:35,"34,09"
Malta Air,FR 5972,Milan-Malpensa,Naples,2024-05-27,19:50,21:25,1:35,"34,09"
Malta Air,FR 3665,Milan-Bergame,Naples,2024-05-27,20:10,21:35,1:25,"39,44"
Malta Air,FR 824,Venice M.Polo,Naples,2024-05-28,07:40,09:00,1:20,"37,39"
Malta Air,FR 868,Venice M.Polo,Naples,2024-05-28,10:55,12:15,1:20,"37,39"
Malta Air,FR 1553,Venice M.Polo,Naples,2024-05-28,19:40,21:00,1:20,"37,39"
Malta Air,FR 810,Venice M.Polo,Bari,2024-05-28,06:00,07:20,1:20,"34,09"
Malta Air,FR 4740,Venice M.Polo,Bari,2024-05-28,14:50,16:10,1:20,"34,09"
Malta Air,FR 2293,Milan-Bergame,Pescara,2024-05-28,07:25,08:35,1:10,"34,09"
Malta Air,FR 3508,Milan-Bergame,Pescara,2024-05-28,23:00,00:10,1:10,"34,09"
Ryanair,FR 3946,Rome-Fiumicino,Palerme,2024-05-28,05:50,07:00,1:10,"36,29"
Ryanair,FR 4902,Rome-Fiumicino,Palerme,2024-05-28,12:45,13:55,1:10,"36,29"
Ryanair,FR 4904,Rome-Fiumicino,Palerme,2024-05-28,16:35,17:45,1:10,"36,29"
Ryanair,FR 4906,Rome-Fiumicino,Palerme,2024-05-28,18:05,19:15,1:10,"36,29"
Ryanair,FR 4908,Rome-Fiumicino,Palerme,2024-05-28,22:45,23:55,1:10,"36,29"
Ryanair,FR 5840,Rome-Fiumicino,Palerme,2024-05-28,23:45,00:55,1:10,"36,29"
Malta Air,FR 824,Venice M.Polo,Naples,2024-05-28,07:40,09:00,1:20,"37,39"
Malta Air,FR 868,Venice M.Polo,Naples,2024-05-28,10:55,12:15,1:20,"37,39"
Malta Air,FR 1553,Venice M.Polo,Naples,2024-05-28,19:40,21:00,1:20,"37,39"
Malta Air,FR 2293,Milan-Bergame,Pescara,2024-05-28,07:25,08:35,1:10,"34,09"
Malta Air,FR 3508,Milan-Bergame,Pescara,2024-05-28,23:00,00:10,1:10,"34,09"
Malta Air,FR 5816,Rome-Fiumicino,Bari,2024-05-28,09:30,10:35,1:5,"27,49"
Malta Air,FR 7075,Rome-Fiumicino,Bari,2024-05-28,11:45,12:50,1:5,"27,49"
Malta Air,FR 7077,Rome-Fiumicino,Bari,2024-05-28,15:50,16:55,1:5,"27,49"
Malta Air,FR 7092,Rome-Fiumicino,Bari,2024-05-28,22:25,23:30,1:5,"32,44"
Malta Air,FR 824,Venice M.Polo,Naples,2024-05-29,11:30,12:50,1:20,"50,20"
Malta Air,FR 868,Venice M.Polo,Naples,2024-05-29,15:40,17:00,1:20,"37,39"
Malta Air,FR 1553,Venice M.Polo,Naples,2024-05-29,19:35,20:55,1:20,"37,39"
Malta Air,FR 810,Venice M.Polo,Bari,2024-05-29,12:35,13:55,1:20,"45,46"
Malta Air,FR 4740,Venice M.Polo,Bari,2024-05-29,21:00,22:20,1:20,"34,09"
Malta Air,FR 3653,Milan-Bergame,Bari,2024-05-29,11:05,12:40,1:35,"39,00"
Malta Air,FR 2770,Milan-Malpensa,Bari,2024-05-29,12:00,13:40,1:40,"45,09"
Malta Air,FR 4132,Milan-Bergame,Bari,2024-05-29,14:40,16:15,1:35,"34,09"
Malta Air,FR 6182,Milan-Malpensa,Bari,2024-05-29,19:50,21:30,1:40,"52,79"
Malta Air,FR 4658,Milan-Bergame,Bari,2024-05-29,20:55,22:30,1:35,"63,79"
Malta Air,FR 5914,Milan-Malpensa,Naples,2024-05-29,09:40,11:15,1:35,"34,09"
Malta Air,FR 2285,Milan-Bergame,Naples,2024-05-29,10:50,12:15,1:25,"34,09"
Malta Air,FR 5936,Milan-Malpensa,Naples,2024-05-29,13:10,14:45,1:35,"34,09"
Malta Air,FR 3561,Milan-Bergame,Naples,2024-05-29,16:15,17:40,1:25,"39,59"
Malta Air,FR 3665,Milan-Bergame,Naples,2024-05-29,19:40,21:05,1:25,"46,19"
Malta Air,FR 5972,Milan-Malpensa,Naples,2024-05-29,20:35,22:10,1:35,"53,64"
Malta Air,FR 824,Venice M.Polo,Naples,2024-05-29,11:30,12:50,1:20,"50,20"
Malta Air,FR 868,Venice M.Polo,Naples,2024-05-29,15:40,17:00,1:20,"37,39"
Malta Air,FR 1553,Venice M.Polo,Naples,2024-05-29,19:35,20:55,1:20,"37,39"
Ryanair,FR 577,Venice M.Polo,Palerme,2024-05-29,06:50,08:25,1:35,"42,89"
Ryanair,FR 836,Venice M.Polo,Palerme,2024-05-29,17:20,18:55,1:35,"42,89"
Ryanair,FR 4847,Venice M.Polo,Palerme,2024-05-29,21:25,23:00,1:35,"32,99"
Malta Air,FR 810,Venice M.Polo,Bari,2024-05-29,12:35,13:55,1:20,"45,46"
Malta Air,FR 4740,Venice M.Polo,Bari,2024-05-29,21:00,22:20,1:20,"34,09"
Malta Air,FR 7075,Rome-Fiumicino,Bari,2024-05-29,17:45,18:50,1:5,"27,49"
Malta Air,FR 7077,Rome-Fiumicino,Bari,2024-05-29,20:55,22:00,1:5,"27,49"
Ryanair,FR 3946,Rome-Fiumicino,Palerme,2024-05-29,05:55,07:05,1:10,"36,29"
Ryanair,FR 4902,Rome-Fiumicino,Palerme,2024-05-29,08:05,09:15,1:10,"36,29"
Ryanair,FR 4906,Rome-Fiumicino,Palerme,2024-05-29,13:15,14:25,1:10,"40,89"
Ryanair,FR 4904,Rome-Fiumicino,Palerme,2024-05-29,15:55,17:05,1:10,"53,89"
Ryanair,FR 4908,Rome-Fiumicino,Palerme,2024-05-29,21:20,22:30,1:10,"46,19"
Ryanair,FR 5840,Rome-Fiumicino,Palerme,2024-05-29,23:45,00:55,1:10,"40,69"
Malta Air,FR 824,Venice M.Polo,Naples,2024-05-30,06:50,08:10,1:20,"58,29"
Malta Air,FR 868,Venice M.Polo,Naples,2024-05-30,16:20,17:40,1:20,"65,86"
Malta Air,FR 1553,Venice M.Polo,Naples,2024-05-30,20:50,22:10,1:20,"58,29"
Malta Air,FR 810,Venice M.Polo,Bari,2024-05-30,11:35,12:55,1:20,"61,09"
Malta Air,FR 4740,Venice M.Polo,Bari,2024-05-30,21:25,22:45,1:20,"53,89"
Malta Air,FR 5816,Rome-Fiumicino,Bari,2024-05-30,12:50,13:55,1:5,"27,49"
Malta Air,FR 7075,Rome-Fiumicino,Bari,2024-05-30,16:50,17:55,1:5,"43,14"
Malta Air,FR 7077,Rome-Fiumicino,Bari,2024-05-30,21:15,22:20,1:5,"31,89"
Malta Air,FR 824,Venice M.Polo,Naples,2024-05-30,06:50,08:10,1:20,"58,29"
Malta Air,FR 868,Venice M.Polo,Naples,2024-05-30,16:20,17:40,1:20,"65,86"
Malta Air,FR 1553,Venice M.Polo,Naples,2024-05-30,20:50,22:10,1:20,"58,29"
Malta Air,FR 2293,Milan-Bergame,Pescara,2024-05-30,05:45,06:55,1:10,"34,09"
Malta Air,FR 3508,Milan-Bergame,Pescara,2024-05-30,21:30,22:40,1:10,"44,98"
Ryanair,FR 3946,Rome-Fiumicino,Palerme,2024-05-30,06:00,07:10,1:10,"62,69"
Ryanair,FR 4902,Rome-Fiumicino,Palerme,2024-05-30,12:20,13:30,1:10,"62,69"
Ryanair,FR 4904,Rome-Fiumicino,Palerme,2024-05-30,13:10,14:20,1:10,"62,69"
Ryanair,FR 4906,Rome-Fiumicino,Palerme,2024-05-30,13:40,14:50,1:10,"62,69"
Ryanair,FR 4908,Rome-Fiumicino,Palerme,2024-05-30,16:30,17:40,1:10,"84,69"
Ryanair,FR 5840,Rome-Fiumicino,Palerme,2024-05-30,21:55,23:05,1:10,"72,59"
Ryanair,FR 5847,Rome-Fiumicino,Palerme,2024-05-30,22:50,23:59,1:9,"72,59"
